day_date;category;amount_cents;details;id
"2017-09-27";"Utilities";23,1;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";636
"2017-09-28";"Insurance";23,02;"Detail 478";637
"2017-09-29";"Health";22,06;"Detail 479";638
"2017-09-30";"Saving";6,82;"Detail 480";639
"2017-10-01";"Other";17,77;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";640
"2017-10-02";"Housing";18,69;"Detail 481";641
"2017-10-03";"Transportation";14,35;"Detail 482";642
"2017-10-04";"Food";21,03;"Detail 483";643
"2017-10-05";"Utilities";1,51;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";644
"2017-10-06";"Insurance";27,41;"Detail 484";645
"2017-10-07";"Health";6,83;"Detail 485";646
"2017-10-08";"Saving";15,48;"Detail 486";647
"2017-10-09";"Other";20,51;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";648
"2017-10-10";"Housing";12,9;"Detail 487";649
"2017-10-11";"Transportation";21,52;"Detail 488";650
"2017-10-12";"Food";8,19;"Detail 489";651
"2017-10-13";"Utilities";17,26;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";652
"2017-10-14";"Insurance";11,02;"Detail 490";653
"2017-10-15";"Health";9,99;"Detail 491";654
"2017-10-16";"Saving";20,31;"Detail 492";655
"2017-10-17";"Other";12,22;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";656
"2017-10-18";"Housing";15,29;"Detail 493";657
"2017-10-19";"Transportation";22,24;"Detail 494";658
"2017-10-20";"Food";14,41;"Detail 495";659
"2017-10-21";"Utilities";26,13;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";660
"2017-10-22";"Insurance";25,9;"Detail 496";661
"2017-10-23";"Health";9,53;"Detail 497";662
"2017-10-24";"Saving";22,17;"Detail 498";663
"2017-10-25";"Other";11,42;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";664
"2017-10-26";"Housing";14,6;"Detail 499";665
"2017-10-27";"Transportation";25,01;"Detail 500";666
"2017-10-28";"Food";5,88;"Detail 501";667
"2017-10-29";"Utilities";25;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";668
"2017-10-30";"Insurance";11,08;"Detail 502";669
"2017-10-31";"Health";22,17;"Detail 503";670
"2017-11-01";"Saving";12,31;"Detail 504";671
"2017-11-02";"Other";24,84;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";672
"2017-11-03";"Housing";3,39;"Detail 505";673
"2017-11-04";"Transportation";2,26;"Detail 506";674
"2017-11-05";"Food";25,04;"Detail 507";675
"2017-11-06";"Utilities";10,5;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";676
"2017-11-07";"Insurance";0,91;"Detail 508";677
"2017-11-08";"Health";21,65;"Detail 509";678
"2017-11-09";"Saving";21,77;"Detail 510";679
"2017-11-10";"Other";8,59;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";680
"2017-11-11";"Housing";26,6;"Detail 511";681
"2017-11-12";"Transportation";11,82;"Detail 512";682
"2017-11-13";"Food";23,05;"Detail 513";683
"2017-11-14";"Utilities";27,27;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";684
"2017-11-15";"Insurance";7,44;"Detail 514";685
"2017-11-16";"Health";11,43;"Detail 515";686
"2017-11-17";"Saving";11,17;"Detail 516";687
"2017-11-18";"Other";10,75;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";688
"2017-11-19";"Housing";4,91;"Detail 517";689
"2017-11-20";"Transportation";1,83;"Detail 518";690
"2017-11-21";"Food";14,13;"Detail 519";691
"2017-11-22";"Utilities";23,01;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";692
"2017-11-23";"Insurance";20,73;"Detail 520";693
"2017-11-24";"Health";20,74;"Detail 521";694
"2017-11-25";"Saving";23,53;"Detail 522";695
"2017-11-26";"Other";9,91;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";696
"2017-11-27";"Housing";26,57;"Detail 523";697
"2017-11-28";"Transportation";1,38;"Detail 524";698
"2017-11-29";"Food";29,82;"Detail 525";699
"2017-11-30";"Utilities";27,77;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";700
"2017-12-01";"Insurance";3,45;"Detail 526";701
"2017-12-02";"Health";21,96;"Detail 527";702
"2017-12-03";"Saving";27,67;"Detail 528";703
"2017-12-04";"Other";23,32;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";704
"2017-12-05";"Housing";11,9;"Detail 529";705
"2017-12-06";"Transportation";1,56;"Detail 530";706
"2017-12-07";"Food";28,98;"Detail 531";707
"2017-12-08";"Utilities";23,06;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";708
"2017-12-09";"Insurance";6,7;"Detail 532";709
"2017-12-10";"Health";26,96;"Detail 533";710
"2017-12-11";"Saving";17,97;"Detail 534";711
"2017-12-12";"Other";24,25;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";712
"2017-12-13";"Housing";10,52;"Detail 535";713
"2017-12-14";"Transportation";25,35;"Detail 536";714
"2017-12-15";"Food";28,36;"Detail 537";715
"2017-12-16";"Utilities";8,83;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";716
"2017-12-17";"Insurance";21,64;"Detail 538";717
"2017-12-18";"Health";3,6;"Detail 539";718
"2017-12-19";"Saving";25,67;"Detail 540";719
"2017-12-20";"Other";12,8;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";720
"2017-12-21";"Housing";20,45;"Detail 541";721
"2017-12-22";"Transportation";17,36;"Detail 542";722
"2017-12-23";"Food";20,21;"Detail 543";723
"2017-12-24";"Utilities";3,34;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";724
"2017-12-25";"Insurance";23,13;"Detail 544";725
"2017-12-26";"Health";5,89;"Detail 545";726
"2017-12-27";"Saving";14,9;"Detail 546";727
"2017-12-28";"Other";18,68;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";728
"2017-12-29";"Housing";26,94;"Detail 547";729
"2017-12-30";"Transportation";24,71;"Detail 548";730
"2017-12-31";"Food";17,58;"Detail 549";731
"2018-01-01";"Utilities";6,63;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";732
"2018-01-02";"Insurance";20,05;"Detail 550";733
"2018-01-03";"Health";9,88;"Detail 551";734
"2018-01-04";"Saving";7,59;"Detail 552";735
"2018-01-05";"Other";9,88;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";736
"2018-01-06";"Housing";19,4;"Detail 553";737
"2018-01-07";"Transportation";27,41;"Detail 554";738
"2018-01-08";"Food";27,5;"Detail 555";739
"2018-01-09";"Utilities";2,38;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";740
"2018-01-10";"Insurance";0,72;"Detail 556";741
"2018-01-11";"Health";23,14;"Detail 557";742
"2018-01-12";"Saving";22,59;"Detail 558";743
"2018-01-13";"Other";27,73;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";744
"2018-01-14";"Housing";15,61;"Detail 559";745
"2018-01-15";"Transportation";18,61;"Detail 560";746
"2018-01-16";"Food";1,36;"Detail 561";747
"2018-01-17";"Utilities";18,36;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";748
"2018-01-18";"Insurance";14,96;"Detail 562";749
"2018-01-19";"Health";27,99;"Detail 563";750
"2018-01-20";"Saving";12,15;"Detail 564";751
"2018-01-21";"Other";15,69;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";752
"2018-01-22";"Housing";1,6;"Detail 565";753
"2018-01-23";"Transportation";9,57;"Detail 566";754
"2018-01-24";"Food";21,58;"Detail 567";755
"2018-01-25";"Utilities";29,29;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";756
"2018-01-26";"Insurance";17,94;"Detail 568";757
"2018-01-27";"Health";20,25;"Detail 569";758
"2018-01-28";"Saving";16,85;"Detail 570";759
"2018-01-29";"Other";16,27;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";760
"2018-01-30";"Housing";22,45;"Detail 571";761
"2018-01-31";"Transportation";19,56;"Detail 572";762
"2018-02-01";"Food";4,5;"Detail 573";763
"2018-02-02";"Utilities";4,29;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";764
"2018-02-03";"Insurance";12,71;"Detail 574";765
"2018-02-04";"Health";1,85;"Detail 575";766
"2018-02-05";"Saving";13,31;"Detail 576";767
"2018-02-06";"Other";29,15;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";768
"2018-02-07";"Housing";26,84;"Detail 577";769
"2018-02-08";"Transportation";15,05;"Detail 578";770
"2018-02-09";"Food";10,75;"Detail 579";771
"2018-02-10";"Utilities";25,55;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";772
"2018-02-11";"Insurance";28,1;"Detail 580";773
"2018-02-12";"Health";17,24;"Detail 581";774
"2018-02-13";"Saving";25,14;"Detail 582";775
"2018-02-14";"Other";21,66;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";776
"2018-02-15";"Housing";1,37;"Detail 583";777
"2018-02-16";"Transportation";5,33;"Detail 584";778
"2018-02-17";"Food";22,41;"Detail 585";779
"2018-02-18";"Utilities";22,83;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";780
"2018-02-19";"Insurance";26,53;"Detail 586";781
"2018-02-20";"Health";13,79;"Detail 587";782
"2018-02-21";"Saving";6,18;"Detail 588";783
"2018-02-22";"Other";1,95;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";784
"2018-02-23";"Housing";13,02;"Detail 589";785
"2018-02-24";"Transportation";7,58;"Detail 590";786
"2018-02-25";"Food";21,3;"Detail 591";787
"2018-02-26";"Utilities";21,03;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";788
"2018-02-27";"Insurance";8,47;"Detail 592";789
"2018-02-28";"Health";4,28;"Detail 593";790
"2018-03-01";"Saving";28,46;"Detail 594";791
"2018-03-02";"Other";17,19;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";792
"2018-03-03";"Housing";2,85;"Detail 595";793
"2018-03-04";"Transportation";11,37;"Detail 596";794
"2018-03-05";"Food";12,74;"Detail 597";795
"2018-03-06";"Utilities";28,11;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";796
"2018-03-07";"Insurance";20,15;"Detail 598";797
"2018-03-08";"Health";13,32;"Detail 599";798
"2018-03-09";"Saving";2,69;"Detail 600";799
"2018-03-10";"Other";3,99;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";800
"2018-03-11";"Housing";29,53;"Detail 601";801
"2018-03-12";"Transportation";18,4;"Detail 602";802
"2018-03-13";"Food";28,91;"Detail 603";803
"2018-03-14";"Utilities";24,39;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";804
"2018-03-15";"Insurance";26,17;"Detail 604";805
"2018-03-16";"Health";15,23;"Detail 605";806
"2018-03-17";"Saving";10,54;"Detail 606";807
"2018-03-18";"Other";16,85;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";808
"2018-03-19";"Housing";16,64;"Detail 607";809
"2018-03-20";"Transportation";17,73;"Detail 608";810
"2018-03-21";"Food";5,48;"Detail 609";811
"2018-03-22";"Utilities";27,62;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";812
"2018-03-23";"Insurance";15,78;"Detail 610";813
"2018-03-24";"Health";29,06;"Detail 611";814
"2018-03-25";"Saving";22,28;"Detail 612";815
"2018-03-26";"Other";22,45;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";816
"2018-03-27";"Housing";21,57;"Detail 613";817
"2018-03-28";"Transportation";7,81;"Detail 614";818
"2018-03-29";"Food";0,41;"Detail 615";819
"2018-03-30";"Utilities";23,72;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";820
"2018-03-31";"Insurance";17,4;"Detail 616";821
"2018-04-01";"Health";18,15;"Detail 617";822
"2018-04-02";"Saving";19,71;"Detail 618";823
"2018-04-03";"Other";19,68;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";824
"2018-04-04";"Housing";9,25;"Detail 619";825
"2018-04-05";"Transportation";25,07;"Detail 620";826
"2018-04-06";"Food";19,71;"Detail 621";827
"2018-04-07";"Utilities";19,76;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";828
"2018-04-08";"Insurance";14,09;"Detail 622";829
"2018-04-09";"Health";18,67;"Detail 623";830
"2018-04-10";"Saving";6,84;"Detail 624";831
"2018-04-11";"Other";12,64;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";832
"2018-04-12";"Housing";24,69;"Detail 625";833
"2018-04-13";"Transportation";26,85;"Detail 626";834
"2018-04-14";"Food";22,47;"Detail 627";835
"2018-04-15";"Utilities";1,92;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";836
"2018-04-16";"Insurance";19,62;"Detail 628";837
"2018-04-17";"Health";14,69;"Detail 629";838
"2018-04-18";"Saving";9,2;"Detail 630";839
"2018-04-19";"Other";7,64;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";840
"2018-04-20";"Housing";21,17;"Detail 631";841
"2018-04-21";"Transportation";5,01;"Detail 632";842
"2018-04-22";"Food";27,43;"Detail 633";843
"2018-04-23";"Utilities";4,71;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";844
"2018-04-24";"Insurance";20,05;"Detail 634";845
"2018-04-25";"Health";19,49;"Detail 635";846
"2018-04-26";"Saving";4,5;"Detail 636";847
"2018-04-27";"Other";13,36;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";848
"2018-04-28";"Housing";22,31;"Detail 637";849
"2018-04-29";"Transportation";22,12;"Detail 638";850
"2018-04-30";"Food";11,06;"Detail 639";851
"2018-05-01";"Utilities";10,17;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";852
"2018-05-02";"Insurance";22,2;"Detail 640";853
"2018-05-03";"Health";9,68;"Detail 641";854
"2018-05-04";"Saving";22,33;"Detail 642";855
"2018-05-05";"Other";18,85;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";856
"2018-05-06";"Housing";21,37;"Detail 643";857
"2018-05-07";"Transportation";28,87;"Detail 644";858
"2018-05-08";"Food";19,69;"Detail 645";859
"2018-05-09";"Utilities";28,74;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";860
"2018-05-10";"Insurance";10,09;"Detail 646";861
"2018-05-11";"Health";22,29;"Detail 647";862
"2018-05-12";"Saving";9,73;"Detail 648";863
"2018-05-13";"Other";26,83;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";864
"2018-05-14";"Housing";28,07;"Detail 649";865
"2018-05-15";"Transportation";25,12;"Detail 650";866
"2018-05-16";"Food";26,02;"Detail 651";867
"2018-05-17";"Utilities";28,55;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";868
"2018-05-18";"Insurance";24,63;"Detail 652";869
"2018-05-19";"Health";5,93;"Detail 653";870
"2018-05-20";"Saving";17,5;"Detail 654";871
"2018-05-21";"Other";25,85;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";872
"2018-05-22";"Housing";11,76;"Detail 655";873
"2018-05-23";"Transportation";19,81;"Detail 656";874
"2018-05-24";"Food";3,33;"Detail 657";875
"2018-05-25";"Utilities";0,84;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";876
"2018-05-26";"Insurance";7,2;"Detail 658";877
"2018-05-27";"Health";1,29;"Detail 659";878
"2018-05-28";"Saving";28,74;"Detail 660";879
"2018-05-29";"Other";9,73;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";880
"2018-05-30";"Housing";22,82;"Detail 661";881
"2018-05-31";"Transportation";29,24;"Detail 662";882
"2018-06-01";"Food";5,75;"Detail 663";883
"2018-06-02";"Utilities";2,91;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";884
"2018-06-03";"Insurance";16,06;"Detail 664";885
"2018-06-04";"Health";25,55;"Detail 665";886
"2018-06-05";"Saving";11,85;"Detail 666";887
"2018-06-06";"Other";1,7;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";888
"2018-06-07";"Housing";1,35;"Detail 667";889
"2018-06-08";"Transportation";13,21;"Detail 668";890
"2018-06-09";"Food";5,44;"Detail 669";891
"2018-06-10";"Utilities";2,32;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";892
"2018-06-11";"Insurance";22,73;"Detail 670";893
"2018-06-12";"Health";20,04;"Detail 671";894
"2018-06-13";"Saving";27,99;"Detail 672";895
"2018-06-14";"Other";17,17;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";896
"2018-06-15";"Housing";27,64;"Detail 673";897
"2018-06-16";"Transportation";0,12;"Detail 674";898
"2018-06-17";"Food";25,38;"Detail 675";899
"2018-06-18";"Utilities";24,81;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";900
"2018-06-19";"Insurance";8,5;"Detail 676";901
"2018-06-20";"Health";10,94;"Detail 677";902
"2018-06-21";"Saving";24,04;"Detail 678";903
"2018-06-22";"Other";4,96;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";904
"2018-06-23";"Housing";10,29;"Detail 679";905
"2018-06-24";"Transportation";20,44;"Detail 680";906
"2018-06-25";"Food";21,42;"Detail 681";907
"2018-06-26";"Utilities";11,72;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";908
"2018-06-27";"Insurance";13,77;"Detail 682";909
"2018-06-28";"Health";12,49;"Detail 683";910
"2018-06-29";"Saving";22,68;"Detail 684";911
"2018-06-30";"Other";9,66;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";912
"2018-07-01";"Housing";22,58;"Detail 685";913
"2018-07-02";"Transportation";7,45;"Detail 686";914
"2018-07-03";"Food";11,37;"Detail 687";915
"2018-07-04";"Utilities";0,67;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";916
"2018-07-05";"Insurance";6,82;"Detail 688";917
"2018-07-06";"Health";10,09;"Detail 689";918
"2018-07-07";"Saving";22,24;"Detail 690";919
"2018-07-08";"Other";19,98;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";920
"2018-07-09";"Housing";6,51;"Detail 691";921
"2018-07-10";"Transportation";28,13;"Detail 692";922
"2018-07-11";"Food";3,72;"Detail 693";923
"2018-07-12";"Utilities";14,6;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";924
"2018-07-13";"Insurance";5,89;"Detail 694";925
"2018-07-14";"Health";29,04;"Detail 695";926
"2018-07-15";"Saving";10,95;"Detail 696";927
"2018-07-16";"Other";5,88;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";928
"2018-07-17";"Housing";9,91;"Detail 697";929
"2018-07-18";"Transportation";3,91;"Detail 698";930
"2018-07-19";"Food";18,7;"Detail 699";931
"2018-07-20";"Utilities";21,8;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";932
"2018-07-21";"Insurance";2,48;"Detail 700";933
"2018-07-22";"Health";20,68;"Detail 701";934
"2018-07-23";"Saving";9,3;"Detail 702";935
"2018-07-24";"Other";21,04;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";936
"2018-07-25";"Housing";17,9;"Detail 703";937
"2018-07-26";"Transportation";28,42;"Detail 704";938
"2018-07-27";"Food";24,55;"Detail 705";939
"2018-07-28";"Utilities";18,11;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";940
"2018-07-29";"Insurance";25,49;"Detail 706";941
"2018-07-30";"Health";19,98;"Detail 707";942
"2018-07-31";"Saving";26,47;"Detail 708";943
"2018-08-01";"Other";9,86;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";944
"2018-08-02";"Housing";16,46;"Detail 709";945
"2018-08-03";"Transportation";23,03;"Detail 710";946
"2018-08-04";"Food";18,77;"Detail 711";947
"2018-08-05";"Utilities";16,85;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";948
"2018-08-06";"Insurance";7,16;"Detail 712";949
"2018-08-07";"Health";5,44;"Detail 713";950
"2018-08-08";"Saving";9,65;"Detail 714";951
"2018-08-09";"Other";25,73;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";952
"2018-08-10";"Housing";0,55;"Detail 715";953
"2018-08-11";"Transportation";10,62;"Detail 716";954
"2018-08-12";"Food";4,11;"Detail 717";955
"2018-08-13";"Utilities";18,57;"Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail Detail DetailDetailDetailDetail";956
"2018-08-14";"Insurance";0,3;"Detail 718";957
"2018-08-15";"Health";4,66;"Detail 719";958
"2018-08-16";"Saving";25,36;"Detail 720";959
