day_date;category;amount_cents;details;id
"""2020-04-07""";"""Other""";6500;"""Eine lange Beschreibung. Damit die Animation getestet wird. Hoffentlich funktioniert alles super duper gut.""";129
"""2020-04-08""";"""Work""";6550;"""Noch etwas""";130
"""2020-04-09""";"""Food""";6600;"""Wasser""";131
"""2020-04-10""";"""Other""";6650;"""Banane""";132
"""2020-04-11""";"""Work""";6700;"""Wasserbanane""";133
"""2020-04-12""";"""Food""";6750;"""Banane""";134
"""2020-04-13""";"""Other""";6800;"""Was war das nochmal?""";135
"""2020-04-14""";"""Work""";6850;"""Irgendwas""";136
"""2020-04-15""";"""Food""";6900;"""Irgendwas anderes""";137
"""2020-04-16""";"""Other""";6950;"""Eine lange Beschreibung. Damit die Animation getestet wird. Hoffentlich funktioniert alles super duper gut.""";138
"""2020-04-17""";"""Work""";7000;"""Noch etwas""";139
"""2020-04-18""";"""Food""";7050;"""Wasser""";140
"""2020-04-19""";"""Other""";7100;"""Banane""";141
"""2020-04-20""";"""Work""";7150;"""Wasserbanane""";142
"""2020-04-21""";"""Food""";7200;"""Banane""";143
"""2020-04-22""";"""Other""";7250;"""Was war das nochmal?""";144
"""2020-04-23""";"""Work""";7300;"""Irgendwas""";145
"""2020-04-24""";"""Food""";7350;"""Irgendwas anderes""";146
"""2020-04-25""";"""Other""";7400;"""Eine lange Beschreibung. Damit die Animation getestet wird. Hoffentlich funktioniert alles super duper gut.""";147
"""2020-04-26""";"""Work""";7450;"""Noch etwas""";148
"""2020-04-27""";"""Food""";7500;"""Wasser""";149
"""2020-04-28""";"""Other""";7550;"""Banane""";150
"""2020-04-29""";"""Work""";7600;"""Wasserbanane""";151
"""2020-04-30""";"""Food""";7650;"""Banane""";152
"""2020-05-01""";"""Other""";7700;"""Was war das nochmal?""";153
"""2020-05-02""";"""Work""";7750;"""Irgendwas""";154
"""2020-05-03""";"""Food""";7800;"""Irgendwas anderes""";155
"""2020-05-04""";"""Other""";7850;"""Eine lange Beschreibung. Damit die Animation getestet wird. Hoffentlich funktioniert alles super duper gut.""";156
"""2020-05-05""";"""Work""";7900;"""Noch etwas""";157
"""2020-05-06""";"""Food""";7950;"""Wasser""";158
"""2020-05-07""";"""Other""";8000;"""Banane""";159
"""2020-05-08""";"""Work""";8050;"""Wasserbanane""";160
"""2020-05-09""";"""Food""";8100;"""Banane""";161
"""2020-05-10""";"""Other""";8150;"""Was war das nochmal?""";162
"""2020-05-11""";"""Work""";8200;"""Irgendwas""";163
"""2020-05-12""";"""Food""";8250;"""Irgendwas anderes""";164
"""2020-05-13""";"""Other""";8300;"""Eine lange Beschreibung. Damit die Animation getestet wird. Hoffentlich funktioniert alles super duper gut.""";165
"""2020-05-14""";"""Work""";8350;"""Noch etwas""";166
"""2020-05-15""";"""Food""";8400;"""Wasser""";167
"""2020-05-16""";"""Other""";8450;"""Banane""";168
"""2020-05-17""";"""Work""";8500;"""Wasserbanane""";169
"""2020-05-18""";"""Food""";8550;"""Banane""";170
"""2020-05-19""";"""Other""";8600;"""Was war das nochmal?""";171
"""2020-05-20""";"""Work""";8650;"""Irgendwas""";172
"""2020-05-21""";"""Food""";8700;"""Irgendwas anderes""";173
